Beer Name,Ratings,Style Name,Cellar Temperature,Serving Temperature,Score
43662,2,AmericanIPA,40-45,45-50,4.3
8122,1,EnglishPaleAle,40-45,45-50,3.47
126482,1,AmericanDoubleImperialIPA,45-50,50-55,4.29
98165,498,AmericanAdjunctLager,35-40,35-40,2.5
143604,0,BelgianPaleAle,40-45,45-50,0
32664,3,AmericanDoubleImperialIPA,45-50,50-55,3.83
141054,419,AmericanPaleAle(APA),35-40,40-45,3.86
102764,4,Weizenbock,40-45,45-50,3.94
127629,1,AmericanIPA,40-45,45-50,3.95
150073,2,AmericanDoubleImperialIPA,45-50,50-55,3.78
99000,4,AmericanPaleAle(APA),35-40,40-45,2.9
64921,0,AmericanBrownAle,40-45,45-50,0
89369,1,AmericanWildAle,40-45,45-50,3.95
38878,19,AmericanIPA,40-45,45-50,4.37
142417,109,AmericanPorter,40-45,45-50,3.47
125728,422,GermanPilsener,35-40,40-45,4.04
166623,1,FruitVegetableBeer,35-40,40-45,3.47
93523,0,AmericanIPA,40-45,45-50,0
155321,0,AmericanDoubleImperialIPA,45-50,50-55,0
80852,2,LowAlcoholBeer,35-40,40-45,2.24
27784,22,EnglishBitter,,45-50,3.42
151915,1,ChileBeer,35-40,40-45,3.85
162641,3,AmericanBrownAle,40-45,45-50,4.02
89253,0,MunichHellesLager,35-40,40-45,0
121611,3,AmericanWildAle,40-45,45-50,4.31
123930,4,EnglishIndiaPaleAle(IPA),35-40,40-45,3.81
23210,2,AmericanBlondeAle,35-40,40-45,4.04
64021,0,AmericanWildAle,40-45,45-50,0
94298,1,EuroPaleLager,35-40,40-45,3.27
86823,9,AmericanDoubleImperialIPA,45-50,50-55,3.84
38365,370,AmericanDoubleImperialIPA,45-50,50-55,4.39
142099,1,SaisonFarmhouseAle,45-50,45-50,3.57
21732,2,AmericanWildAle,40-45,45-50,3.41
30201,18,Klsch,35-40,40-45,3.63
52472,0,EnglishPaleAle,40-45,45-50,0
38744,4,BelgianDarkAle,45-50,45-50,3.62
130705,1,EnglishPaleAle,40-45,45-50,3.14
130006,16,EuroDarkLager,,45-50,3.6
123662,0,AmericanWildAle,40-45,45-50,0
68381,0,SaisonFarmhouseAle,45-50,45-50,0
79975,3,SaisonFarmhouseAle,45-50,45-50,4.19
98433,2,AmericanAmberRedAle,40-45,45-50,3.62
123781,0,AmericanPaleAle(APA),35-40,40-45,0
106625,9,MrzenOktoberfest,40-45,45-50,3.74
34085,4,AmericanIPA,40-45,45-50,4.17
135793,0,AmericanPaleAle(APA),35-40,40-45,0
111676,2,EuroPaleLager,35-40,40-45,3.84
73863,1,EnglishBitter,,45-50,3
39158,1,AmericanStout,40-45,45-50,3.58
52999,0,Witbier,40-45,45-50,0
72754,0,EnglishIndiaPaleAle(IPA),35-40,40-45,0
48182,2,Witbier,40-45,45-50,3.64
4277,1,AmericanPorter,40-45,45-50,4
157432,1,AmericanIPA,40-45,45-50,3.73
58075,0,AmericanIPA,40-45,45-50,0
116291,14,AmericanPorter,40-45,45-50,2.91
46221,3,AmericanWildAle,40-45,45-50,3.83
42509,40,AmericanPaleAle(APA),35-40,40-45,3.87
85909,11,AmericanIPA,40-45,45-50,3.28
47212,3,AmericanDoubleImperialIPA,45-50,50-55,3.78
15564,2,RyeBeer,40-45,45-50,3.62
60102,2,GermanPilsener,35-40,40-45,3.24
109755,1,AmericanDoubleImperialIPA,45-50,50-55,4.17
75566,0,GermanPilsener,35-40,40-45,0
141945,163,AmericanPorter,40-45,45-50,3.67
67582,1,AmericanPaleAle(APA),35-40,40-45,3
8308,0,AmericanIPA,40-45,45-50,0
143680,2,AmericanDoubleImperialIPA,45-50,50-55,4.13
123218,1,AmericanIPA,40-45,45-50,4
164683,2,SaisonFarmhouseAle,45-50,45-50,3.92
25843,1,AmericanAmberRedAle,40-45,45-50,3.38
60605,578,SaisonFarmhouseAle,45-50,45-50,3.82
25453,6,MunichHellesLager,35-40,40-45,3.38
122714,5,FruitVegetableBeer,35-40,40-45,3.97
141604,3,AmericanPaleAle(APA),35-40,40-45,3.83
105316,1,EnglishBitter,,45-50,3.5
3931,6,EnglishIndiaPaleAle(IPA),35-40,40-45,4
25858,1,EnglishPorter,,50-55,3.02
55258,2,AmericanDoubleImperialIPA,45-50,50-55,4.44
103338,2,FruitVegetableBeer,35-40,40-45,3.32
69654,1,AmericanIPA,40-45,45-50,3.5
159119,0,AmericanPorter,40-45,45-50,0
42188,64,AmericanDoubleImperialStout,45-50,50-55,4.19
33942,2,AmericanIPA,40-45,45-50,4
73514,0,AmericanDoubleImperialIPA,45-50,50-55,0
24024,1,AmericanDoubleImperialStout,45-50,50-55,4
93784,7,AmericanPorter,40-45,45-50,3.18
64875,25,AmericanIPA,40-45,45-50,3.92
67851,6,EuroPaleLager,35-40,40-45,2.65
20214,4,EnglishPorter,,50-55,3.5
71092,1,ScottishAle,40-45,45-50,4.05
38563,88,AmericanPaleAle(APA),35-40,40-45,4.27
76415,6,AmericanIPA,40-45,45-50,3.87
76662,1,EnglishPaleAle,40-45,45-50,3.71
33865,4,Hefeweizen,40-45,45-50,3.82
74526,11,AmericanIPA,40-45,45-50,4.18
97149,1,ScotchAleWeeHeavy,40-45,45-50,3.38
142573,1,Witbier,40-45,45-50,3.34
167397,2,Dunkelweizen,40-45,45-50,3.25
104369,3,EnglishPaleAle,40-45,45-50,3.96
22943,1,MrzenOktoberfest,40-45,45-50,3.5
63000,1,AmericanIPA,40-45,45-50,4.11
55050,45,Hefeweizen,40-45,45-50,3.41
74387,0,AmericanIPA,40-45,45-50,0
154640,0,Tripel,45-50,45-50,0
124723,5,AmericanPaleAle(APA),35-40,40-45,3.11
20303,1,KellerbierZwickelbier,35-40,40-45,4.24
66293,2,AmericanAmberRedLager,35-40,40-45,3.38
136459,1,AmericanIPA,40-45,45-50,4.2
143691,109,AmericanPaleAle(APA),35-40,40-45,3.77
165635,5,AmericanPorter,40-45,45-50,3.66
32397,1,AmericanWildAle,40-45,45-50,3.74
104172,16,MrzenOktoberfest,40-45,45-50,3.84
122002,1,AmericanIPA,40-45,45-50,4
83711,23,Klsch,35-40,40-45,3.94
35436,34,FruitVegetableBeer,35-40,40-45,3.69
103142,0,AmericanPorter,40-45,45-50,0
129635,5,AmericanWildAle,40-45,45-50,4.31
17003,6,Klsch,35-40,40-45,4.26
72511,1,AmericanDoubleImperialIPA,45-50,50-55,3.9
19540,0,AmericanBlackAle,35-40,40-45,0
74861,4,AmericanIPA,40-45,45-50,3.72
123391,32,BelgianStrongPaleAle,40-45,50-55,3.99
25854,1,BelgianPaleAle,40-45,45-50,3.62
92401,2,MunichHellesLager,35-40,40-45,4.55
81687,2,AmericanPaleAle(APA),35-40,40-45,3.59
144502,4,AmericanIPA,40-45,45-50,4.01
60570,2,EnglishPaleAle,40-45,45-50,3.87
138374,1,SaisonFarmhouseAle,45-50,45-50,2.63
159711,16,AmericanDoubleImperialIPA,45-50,50-55,4.3
139467,1,AmericanAmberRedLager,35-40,40-45,3.49
116404,3,AmericanPorter,40-45,45-50,3.82
72828,344,AmericanIPA,40-45,45-50,3.06
55480,5,AmericanWildAle,40-45,45-50,4.14
58891,27,Klsch,35-40,40-45,3.64
81979,1,ScotchAleWeeHeavy,40-45,45-50,3.26
84232,6,Lambic-Fruit,45-50,45-50,3.1
27902,1,BelgianIPA,35-40,40-45,4
77866,1,ScottishAle,40-45,45-50,3.59
111501,5,KellerbierZwickelbier,35-40,40-45,3.92
21315,14,EnglishBrownAle,40-45,45-50,3.61
107149,19,AmericanDoubleImperialIPA,45-50,50-55,3.97
69369,2,SmokedBeer,,50-55,4.11
37690,3,AmericanIPA,40-45,45-50,4.28
118776,0,PumpkinAle,40-45,45-50,0
108164,2,AmericanWildAle,40-45,45-50,4.38
111940,10,MunichDunkelLager,40-45,45-50,3.34
909,1,AmericanDoubleImperialStout,45-50,50-55,4.33
166777,17,AmericanPaleAle(APA),35-40,40-45,3.53
113937,1,AmericanPorter,40-45,45-50,3.28
12718,2,AmericanDoubleImperialStout,45-50,50-55,4.49
101559,0,EnglishPaleAle,40-45,45-50,0
114290,0,GermanPilsener,35-40,40-45,0
85387,4,BelgianStrongDarkAle,45-50,45-50,3.5
153056,2,AmericanIPA,40-45,45-50,3.61
20912,1,BelgianPaleAle,40-45,45-50,4.25
160415,2,AmericanAmberRedAle,40-45,45-50,3.67
32797,0,AmericanDoubleImperialStout,45-50,50-55,0
54597,1,AmericanBarleywine,45-50,50-55,3.78
134014,0,EnglishDarkMildAle,40-45,45-50,0
142125,29,AmericanStout,40-45,45-50,3.89
161735,0,Dunkelweizen,40-45,45-50,0
48431,0,CzechPilsener,35-40,40-45,0
15198,1,SaisonFarmhouseAle,45-50,45-50,3.76
81409,2,AmericanWildAle,40-45,45-50,4.08
35187,6,AmericanPorter,40-45,45-50,3.13
87224,0,BelgianIPA,35-40,40-45,0
160882,114,AmericanStrongAle,45-50,50-55,3.88
90349,1,Hefeweizen,40-45,45-50,4.24
132443,14,BerlinerWeissbier,40-45,45-50,3.87
59322,3,AmericanPaleLager,35-40,40-45,3.22
113471,5,AmericanWildAle,40-45,45-50,4.07
65530,4,Kvass,,,3.83
131296,1,ScotchAleWeeHeavy,40-45,45-50,3.75
20844,0,AmericanBlondeAle,35-40,40-45,0
119729,0,Rauchbier,40-45,50-55,0
29688,1,SaisonFarmhouseAle,45-50,45-50,3.74
105145,2,AmericanBrownAle,40-45,45-50,4.59
76416,3,AmericanPaleAle(APA),35-40,40-45,3.49
20298,1,SaisonFarmhouseAle,45-50,45-50,3.81
91057,17,MunichHellesLager,35-40,40-45,3.57
143031,2,BerlinerWeissbier,40-45,45-50,4.72
85203,1,AmericanIPA,40-45,45-50,2.55
130535,1,GermanPilsener,35-40,40-45,3.42
74556,19,AmericanDoubleImperialIPA,45-50,50-55,4.21
130110,4,AmericanStout,40-45,45-50,4.12
112777,2,AmericanPorter,40-45,45-50,4.26
21463,1,AmericanPaleAle(APA),35-40,40-45,4
143044,4,PumpkinAle,40-45,45-50,3.79
156628,0,AmericanAmberRedAle,40-45,45-50,0
115266,8,BelgianPaleAle,40-45,45-50,3.04
51544,97,AmericanDoubleImperialStout,45-50,50-55,4.32
18390,0,AmericanAmberRedAle,40-45,45-50,0
59461,793,EnglishPorter,,50-55,3.83
110315,334,AmericanIPA,40-45,45-50,4.07
95792,12,AmericanStout,40-45,45-50,4
167221,3,EuroStrongLager,35-40,40-45,3.43
27157,18,AmericanAmberRedAle,40-45,45-50,2.9
126635,0,EnglishIndiaPaleAle(IPA),35-40,40-45,0
49137,0,AmericanIPA,40-45,45-50,0
33726,1,HerbedSpicedBeer,,45-50,3.75
58009,4,AmericanStrongAle,45-50,50-55,3.81
32005,2,AmericanPorter,40-45,45-50,4.36
106601,4,MrzenOktoberfest,40-45,45-50,3.71
21081,2,FruitVegetableBeer,35-40,40-45,3.91
73243,5,AmericanIPA,40-45,45-50,4.23
83268,5,EuroDarkLager,,45-50,3.37
83769,30,KellerbierZwickelbier,35-40,40-45,3.59
28234,5,AmericanIPA,40-45,45-50,3.51
65329,1,AmericanPaleLager,35-40,40-45,3.69
15518,2,BelgianPaleAle,40-45,45-50,3.72
5888,143,AmericanPaleAle(APA),35-40,40-45,3.56
65320,21,MunichHellesLager,35-40,40-45,3.72
155238,7,AmericanWildAle,40-45,45-50,4.4
49030,6,AmericanPaleAle(APA),35-40,40-45,3.57
144671,1,AmericanDoubleImperialStout,45-50,50-55,4.1
36936,24,AmericanPaleLager,35-40,40-45,2.71
53014,0,Witbier,40-45,45-50,0
117916,0,AmericanWildAle,40-45,45-50,0
73891,1,HerbedSpicedBeer,,45-50,2
165219,0,AmericanPorter,40-45,45-50,0
145064,11,AmericanDoubleImperialIPA,45-50,50-55,4.6
1710,6,FruitVegetableBeer,35-40,40-45,4.63
2384,6,AmericanIPA,40-45,45-50,3.72
1922,5,AmericanIPA,40-45,45-50,3.25
33999,1,AmericanIPA,40-45,45-50,4
88903,0,Gose,40-45,45-50,0
85516,0,FruitVegetableBeer,35-40,40-45,0
15696,19,FlandersRedAle,45-50,45-50,3.66
357,471,AmericanBarleywine,45-50,50-55,4.03
105334,1,AmericanPaleAle(APA),35-40,40-45,3.96
8089,2,FruitVegetableBeer,35-40,40-45,3.29
65307,48,AmericanPaleAle(APA),35-40,40-45,4.36
76100,0,AmericanIPA,40-45,45-50,0
128461,0,SaisonFarmhouseAle,45-50,45-50,0
143295,0,FruitVegetableBeer,35-40,40-45,0
73737,4,EuroPaleLager,35-40,40-45,2.96
8377,1,AmericanIPA,40-45,45-50,3.61
6942,6,SaisonFarmhouseAle,45-50,45-50,4.01
66831,8,KellerbierZwickelbier,35-40,40-45,3.68
156878,5,AmericanPaleAle(APA),35-40,40-45,3.61
96971,0,PumpkinAle,40-45,45-50,0
110059,4,Gose,40-45,45-50,3.75
144038,6,AmericanBlondeAle,35-40,40-45,3.46
47747,1,Dunkelweizen,40-45,45-50,3.49
165850,0,AmericanIPA,40-45,45-50,0
102217,4,AmericanPorter,40-45,45-50,3.89
133035,1,FruitVegetableBeer,35-40,40-45,3.5
126049,5,CreamAle,35-40,40-45,3.65
114863,1,ScottishAle,40-45,45-50,3.03
7917,1,AmericanPorter,40-45,45-50,3.85
105866,1,AmericanStout,40-45,45-50,3.86
2045,1,AmericanPaleAle(APA),35-40,40-45,4.18
101061,2,Witbier,40-45,45-50,3.75
56893,2,EnglishPaleMildAle,40-45,45-50,3.79
64234,1,FruitVegetableBeer,35-40,40-45,3.25
142597,24,AmericanPaleAle(APA),35-40,40-45,4.23
153846,1,AmericanStout,40-45,45-50,4.15
139533,24,AmericanDoubleImperialIPA,45-50,50-55,4.31
42805,0,AmericanDoubleImperialIPA,45-50,50-55,0
116948,18,AmericanIPA,40-45,45-50,4.42
71908,1,AmericanIPA,40-45,45-50,2.33
14048,42,Doppelbock,40-45,45-50,3.82
121026,1,AmericanDarkWheatAle,40-45,45-50,3.75
106671,1,AmericanBrownAle,40-45,45-50,3.84
40944,1,AmericanDarkWheatAle,40-45,45-50,3.78
115719,1,AmericanPaleAle(APA),35-40,40-45,4.21
75156,20,AmericanDoubleImperialIPA,45-50,50-55,4.3
17845,1,AmericanIPA,40-45,45-50,2.8
48321,0,AmericanPorter,40-45,45-50,0
20886,3,AmericanBlondeAle,35-40,40-45,3.76
159107,1,AmericanBlondeAle,35-40,40-45,3
161049,1,Witbier,40-45,45-50,3.82
83415,1,AmericanStrongAle,45-50,50-55,4.09
131554,0,AmericanBlondeAle,35-40,40-45,0
65395,1,Doppelbock,40-45,45-50,3.1
137821,0,AmericanStout,40-45,45-50,0
13808,3,BerlinerWeissbier,40-45,45-50,3.85
93703,1,AmericanDoubleImperialStout,45-50,50-55,3.9
164141,4,AmericanDoubleImperialStout,45-50,50-55,3.86
44785,4,Doppelbock,40-45,45-50,4.07
132857,4,SaisonFarmhouseAle,45-50,45-50,4.23
113472,0,AmericanBlondeAle,35-40,40-45,0
146582,2,Hefeweizen,40-45,45-50,2.97
112373,1,IrishDryStout,40-45,45-50,3.86
127016,15,SaisonFarmhouseAle,45-50,45-50,3.63
14828,0,AmericanPaleAle(APA),35-40,40-45,0
110369,5,AmericanPaleAle(APA),35-40,40-45,3.6
109211,45,FlandersOudBruin,45-50,45-50,3.98
115727,0,CreamAle,35-40,40-45,0
132732,2,GermanPilsener,35-40,40-45,3.25
126560,27,AmericanIPA,40-45,45-50,4.23
155867,1,Hefeweizen,40-45,45-50,4
102056,8,Gose,40-45,45-50,3.83
154640,1,Tripel,45-50,45-50,3
88163,0,SaisonFarmhouseAle,45-50,45-50,0
6724,1,BelgianPaleAle,40-45,45-50,3.78
137763,0,AmericanIPA,40-45,45-50,0
163608,1,AmericanIPA,40-45,45-50,3.95
101367,0,Altbier,40-45,45-50,0
38060,1,SaisonFarmhouseAle,45-50,45-50,4.28
62089,2,Gose,40-45,45-50,4.28
146014,2,AmericanWildAle,40-45,45-50,3.91
11046,2,AmericanPorter,40-45,45-50,4.39
101673,1,AmericanWildAle,40-45,45-50,3.75
127717,0,SaisonFarmhouseAle,45-50,45-50,0
75585,3,AmericanPorter,40-45,45-50,3.57
55503,2,AmericanDoubleImperialIPA,45-50,50-55,4.64
121200,175,AmericanDoubleImperialIPA,45-50,50-55,4
57122,64,AmericanDoubleImperialIPA,45-50,50-55,4.23
120996,0,FruitVegetableBeer,35-40,40-45,0
149836,1,SmokedBeer,,50-55,3.5
102318,2,LowAlcoholBeer,35-40,40-45,3
37327,0,AmericanAdjunctLager,35-40,35-40,0
17099,3,BiredeGarde,45-50,45-50,3.62
376,55,SaisonFarmhouseAle,45-50,45-50,4.32
54473,1,AmericanBlondeAle,35-40,40-45,3.32
70221,0,EnglishPorter,,50-55,0
97458,108,AmericanBlondeAle,35-40,40-45,3.18
37421,2,AmericanPaleAle(APA),35-40,40-45,3.75
13615,1,AmericanPaleAle(APA),35-40,40-45,4
41045,12,AmericanPorter,40-45,45-50,4.08
121463,3,AmericanAmberRedAle,40-45,45-50,3.91
141456,4,AmericanPaleAle(APA),35-40,40-45,3.9
156449,4,AmericanIPA,40-45,45-50,4.48
8757,1,ViennaLager,35-40,40-45,3.38
111838,5,GermanPilsener,35-40,40-45,3.56
90082,10,BelgianPaleAle,40-45,45-50,4.26
160389,0,EuroPaleLager,35-40,40-45,0
44976,5,AmericanAmberRedAle,40-45,45-50,3.98
118403,1,Hefeweizen,40-45,45-50,2.83
23778,2,AmericanPorter,40-45,45-50,4.03
45585,7,AmericanDoubleImperialIPA,45-50,50-55,3.59
146175,10,AmericanDoubleImperialIPA,45-50,50-55,4.1
124803,11,Witbier,40-45,45-50,3.8
70825,1,AmericanIPA,40-45,45-50,3.5
24156,1,AmericanIPA,40-45,45-50,4
152189,122,AmericanIPA,40-45,45-50,2.81
18044,5,AmericanIPA,40-45,45-50,3.9
4322,1,Weizenbock,40-45,45-50,4.04
158707,517,Tripel,45-50,45-50,3.76
98919,12,AmericanIPA,40-45,45-50,3.7
31773,1,Tripel,45-50,45-50,4.25
156285,1,ScotchAleWeeHeavy,40-45,45-50,4.01
26815,5,AmericanBlondeAle,35-40,40-45,3.11
145474,4,AmericanStout,40-45,45-50,3.81
94770,5,Dubbel,45-50,45-50,3.83
164546,1,FruitVegetableBeer,35-40,40-45,3.03
52602,5,SaisonFarmhouseAle,45-50,45-50,3.73
145884,1,EnglishIndiaPaleAle(IPA),35-40,40-45,3.78
20696,3,FlandersOudBruin,45-50,45-50,3.87
50387,28,BerlinerWeissbier,40-45,45-50,4.09
2433,10,AmericanIPA,40-45,45-50,3.3
106896,0,AmericanPorter,40-45,45-50,0
152183,107,SmokedBeer,,50-55,3.94
127541,1,AmericanIPA,40-45,45-50,3.83
166576,3,AmericanIPA,40-45,45-50,4.1
18201,6,AmericanDoubleImperialIPA,45-50,50-55,3.62
7230,3,AmericanIPA,40-45,45-50,4.07
4952,5,KellerbierZwickelbier,35-40,40-45,3.67
90150,1,AmericanIPA,40-45,45-50,2.63
156498,3,AmericanPaleAle(APA),35-40,40-45,4.24
11881,1,BalticPorter,45-50,50-55,4
34738,51,AmericanPaleAle(APA),35-40,40-45,3.68
11370,0,AmericanIPA,40-45,45-50,0
166268,225,LightLager,35-40,40-45,3.86
96148,0,BelgianPaleAle,40-45,45-50,0
121641,1,AmericanAmberRedAle,40-45,45-50,3.08
112742,4,AmericanPaleAle(APA),35-40,40-45,3.44
165568,11,AmericanBlondeAle,35-40,40-45,3.52
109334,6,AmericanStout,40-45,45-50,4.02
112433,3,AmericanStout,40-45,45-50,3.5
68362,1,AmericanPaleAle(APA),35-40,40-45,4.75
124593,9,AmericanPorter,40-45,45-50,3.74
106428,11,ScotchAleWeeHeavy,40-45,45-50,4.02
113452,0,SaisonFarmhouseAle,45-50,45-50,0
141420,0,AmericanIPA,40-45,45-50,0
164632,60,AmericanIPA,40-45,45-50,4.13
86116,1,CreamAle,35-40,40-45,2.92
77890,0,AmericanPorter,40-45,45-50,0
40013,6,MunichDunkelLager,40-45,45-50,3.82
36882,5,AmericanBlondeAle,35-40,40-45,3.43
132273,28,AmericanDoubleImperialStout,45-50,50-55,4.21
138143,2,Klsch,35-40,40-45,3.36
70134,4,AmericanPaleAle(APA),35-40,40-45,3.43
161672,0,GermanPilsener,35-40,40-45,0
115353,9,AmericanDoubleImperialIPA,45-50,50-55,4.38
121171,64,Rauchbier,40-45,50-55,3.48
137591,4,ScotchAleWeeHeavy,40-45,45-50,3.78
88776,3,AmericanAmberRedAle,40-45,45-50,3.43
67360,3,Hefeweizen,40-45,45-50,3.67
32751,3,AmericanAmberRedAle,40-45,45-50,3.35
38873,24,BelgianPaleAle,40-45,45-50,3.43
5905,1,SaisonFarmhouseAle,45-50,45-50,4.04
126875,1,AmericanPorter,40-45,45-50,3.75
70073,3,Tripel,45-50,45-50,4.03
132104,3,AmericanPorter,40-45,45-50,3.45
106734,0,EnglishDarkMildAle,40-45,45-50,0
12767,2,AmericanDoubleImperialStout,45-50,50-55,4.02
142165,0,Altbier,40-45,45-50,0
56775,16,AmericanIPA,40-45,45-50,3.82
46155,4,AmericanBrownAle,40-45,45-50,3.68
10177,1,AmericanIPA,40-45,45-50,3.8
51498,1,BiredeGarde,45-50,45-50,3.4
73100,1,LightLager,35-40,40-45,3.99
61694,26,LightLager,35-40,40-45,2.17
23496,8,PumpkinAle,40-45,45-50,3.72
34027,3,AmericanIPA,40-45,45-50,4.04
109591,0,AmericanIPA,40-45,45-50,0
7999,273,AmericanPorter,40-45,45-50,3.79
105108,155,AmericanPorter,40-45,45-50,3.81
92623,0,MaibockHellesBock,40-45,45-50,0
85998,0,AmericanPaleLager,35-40,40-45,0
36731,85,AmericanIPA,40-45,45-50,3.6
147406,4,AmericanAmberRedAle,40-45,45-50,3.37
81458,4,BelgianStrongDarkAle,45-50,45-50,3.25
131620,4,AmericanPaleAle(APA),35-40,40-45,3.51
136147,2,BerlinerWeissbier,40-45,45-50,3.83
73419,12,AmericanAmberRedLager,35-40,40-45,2.78
125117,2,RyeBeer,40-45,45-50,3.5
63942,1,SmokedBeer,,50-55,3.52
147477,9,AmericanIPA,40-45,45-50,4
98963,2,AmericanPaleAle(APA),35-40,40-45,3.96
4066,68,BelgianStrongDarkAle,45-50,45-50,4.09
51527,1,AmericanPorter,40-45,45-50,3.3
56346,1,BerlinerWeissbier,40-45,45-50,3.52
160666,25,AmericanDoubleImperialIPA,45-50,50-55,4.1
136686,49,AmericanPorter,40-45,45-50,3.65
165207,0,ScotchAleWeeHeavy,40-45,45-50,0
2025,2,GermanPilsener,35-40,40-45,3.81
141431,97,AmericanPaleAle(APA),35-40,40-45,3.96
74026,0,AmericanPaleAle(APA),35-40,40-45,0
67360,3,Hefeweizen,40-45,45-50,4.39
5357,0,AmericanPorter,40-45,45-50,0
160121,6,BelgianIPA,35-40,40-45,3.73
24628,5,AmericanDoubleImperialIPA,45-50,50-55,4.22
161080,1,GermanPilsener,35-40,40-45,3.87
92578,1,EnglishPaleAle,40-45,45-50,3.63
146476,7,BelgianPaleAle,40-45,45-50,3.46
148436,1,BelgianPaleAle,40-45,45-50,3.65
61050,0,EnglishPaleAle,40-45,45-50,0
156978,1,AmericanAmberRedAle,40-45,45-50,3.21
23046,1,EnglishBitter,,45-50,2.7
160632,1,AmericanIPA,40-45,45-50,4
2121,11,SaisonFarmhouseAle,45-50,45-50,3.71
120765,82,EnglishPaleAle,40-45,45-50,3.61
25025,1,AmericanWildAle,40-45,45-50,4
6927,2,AmericanPaleAle(APA),35-40,40-45,3.85
61342,5,BelgianPaleAle,40-45,45-50,3.91
131114,0,Schwarzbier,40-45,45-50,0
32321,0,SaisonFarmhouseAle,45-50,45-50,0
46452,1,FruitVegetableBeer,35-40,40-45,3.75
150678,10,AmericanAmberRedAle,40-45,45-50,3.6
115204,3,MunichHellesLager,35-40,40-45,3.68
161015,1,AmericanBlondeAle,35-40,40-45,3.97
160355,10,AmericanBrownAle,40-45,45-50,4.13
60881,23,Doppelbock,40-45,45-50,4.05
49264,0,AmericanBrownAle,40-45,45-50,0
105048,1,EnglishPaleAle,40-45,45-50,3.25
159647,8,Dunkelweizen,40-45,45-50,3.45
7356,334,AmericanDarkWheatAle,40-45,45-50,3.81
138532,1,ScotchAleWeeHeavy,40-45,45-50,4.08
20676,7,AmericanWildAle,40-45,45-50,3.91
46710,1,BelgianIPA,35-40,40-45,3.48
128180,1,SaisonFarmhouseAle,45-50,45-50,3.75
153771,1,AmericanPorter,40-45,45-50,4.25
16355,0,BerlinerWeissbier,40-45,45-50,0
38727,2,AmericanIPA,40-45,45-50,4.11
128142,5,SaisonFarmhouseAle,45-50,45-50,3.94
147778,71,EuroStrongLager,35-40,40-45,2.56
85646,1,AmericanBlondeAle,35-40,40-45,3.62
75210,3,AmericanDoubleImperialStout,45-50,50-55,4.5
35026,1,AmericanIPA,40-45,45-50,3.9
60384,1,AmericanPorter,40-45,45-50,4
90858,0,Klsch,35-40,40-45,0
24835,1,AmericanBlondeAle,35-40,40-45,3.75
80899,1,AmericanIPA,40-45,45-50,3.41
52013,1,AmericanDoubleImperialIPA,45-50,50-55,3.94
97138,3,AmericanPaleAle(APA),35-40,40-45,4.08
108142,1,AmericanIPA,40-45,45-50,3.81
115194,94,AmericanIPA,40-45,45-50,4.27
72311,1,CzechPilsener,35-40,40-45,3.5
125554,17,SaisonFarmhouseAle,45-50,45-50,3.48
27699,0,RyeBeer,40-45,45-50,0
27595,7,SaisonFarmhouseAle,45-50,45-50,4.22
34760,2,AmericanPorter,40-45,45-50,3.81
37130,8,AmericanPaleAle(APA),35-40,40-45,3.58
131444,0,AmericanIPA,40-45,45-50,0
24568,7,AmericanPorter,40-45,45-50,3.95
160897,2,AmericanIPA,40-45,45-50,4.21
74335,22,AmericanIPA,40-45,45-50,3.9
163893,1,AmericanPorter,40-45,45-50,3.75
90752,171,AmericanBrownAle,40-45,45-50,3.7
89885,0,AmericanIPA,40-45,45-50,0
165328,1,AmericanDoubleImperialIPA,45-50,50-55,4.12
110252,5,CreamAle,35-40,40-45,3.6
114290,10,GermanPilsener,35-40,40-45,3.58
116528,7,AmericanPorter,40-45,45-50,3.83
127964,1,AmericanIPA,40-45,45-50,3.99
133089,1,AmericanIPA,40-45,45-50,4.35
76100,25,AmericanIPA,40-45,45-50,3.7
11574,2,Witbier,40-45,45-50,4.29
24485,53,CzechPilsener,35-40,40-45,4.06
10505,3,AmericanAmberRedAle,40-45,45-50,4.1
50494,2,BelgianStrongPaleAle,40-45,50-55,4.03
32282,2,BalticPorter,45-50,50-55,4.35
75710,3,AmericanDoubleImperialStout,45-50,50-55,4.25
25608,13,AmericanPaleAle(APA),35-40,40-45,3.63
162472,7,AmericanPorter,40-45,45-50,3.91
35785,2,AmericanPorter,40-45,45-50,3.91
155937,2,Hefeweizen,40-45,45-50,3.91
113077,10,AmericanDoubleImperialIPA,45-50,50-55,4.6
13431,0,AmericanDoubleImperialPilsner,40-45,45-50,0
20098,1,SaisonFarmhouseAle,45-50,45-50,3.88
92963,1,AmericanMaltLiquor,35-40,35-40,3.69
63781,0,AmericanPorter,40-45,45-50,0
166317,2,AmericanPaleAle(APA),35-40,40-45,3.52
64763,0,ScotchAleWeeHeavy,40-45,45-50,0
99946,3,AmericanDoubleImperialIPA,45-50,50-55,4.17
107844,12,AmericanDoubleImperialIPA,45-50,50-55,4.28
165968,0,Witbier,40-45,45-50,0
80430,3,Bock,40-45,45-50,3.49
39696,0,EuroDarkLager,,45-50,0
167347,1,AmericanStout,40-45,45-50,4
146989,0,BerlinerWeissbier,40-45,45-50,0
79606,2,AmericanDoubleImperialIPA,45-50,50-55,4.08
164892,0,Bock,40-45,45-50,0
120091,2,AmericanPorter,40-45,45-50,3.62
